"date","age","age_group","dose1","pct_dose1","complete","pct_complete"
2021-09-14,"18-24",4,19054355,62.3,15598963,51
2021-09-13,"18-24",4,19005610,62.1,15548375,50.8
2021-09-12,"18-24",4,18953369,62,15497788,50.7
2021-09-11,"18-24",4,18929365,61.9,15475032,50.6
2021-09-10,"18-24",4,18892492,61.8,15439218,50.5
2021-09-09,"18-24",4,18824409,61.5,15378564,50.3
2021-09-08,"18-24",4,18763231,61.3,15327720,50.1
2021-09-07,"18-24",4,18703556,61.2,15275662,49.9
2021-09-06,"18-24",4,18648913,61,15216371,49.8
2021-09-05,"18-24",4,18636248,60.9,15204938,49.7
2021-09-04,"18-24",4,18610218,60.8,15182123,49.6
2021-09-03,"18-24",4,18576292,60.7,15149229,49.5
2021-09-02,"18-24",4,18512420,60.5,15092778,49.3
2021-09-01,"18-24",4,18449325,60.3,15043914,49.2
2021-08-31,"18-24",4,18383981,60.1,14994013,49
2021-08-30,"18-24",4,18321413,59.9,14942772,48.9
2021-08-29,"18-24",4,18260031,59.7,14890972,48.7
2021-08-28,"18-24",4,18231188,59.6,14865363,48.6
2021-08-27,"18-24",4,18188269,59.5,14826289,48.5
2021-08-26,"18-24",4,18112736,59.2,14764787,48.3
2021-08-25,"18-24",4,18043844,59,14712339,48.1
2021-08-24,"18-24",4,17976002,58.8,14660808,47.9
2021-08-23,"18-24",4,17910553,58.6,14610477,47.8
2021-08-22,"18-24",4,17848220,58.4,14561326,47.6
2021-08-21,"18-24",4,17821983,58.3,14538518,47.5
2021-08-20,"18-24",4,17781387,58.1,14505007,47.4
2021-08-19,"18-24",4,17712474,57.9,14451609,47.2
2021-08-18,"18-24",4,17646826,57.7,14403961,47.1
2021-08-17,"18-24",4,17579799,57.5,14355226,46.9
2021-08-16,"18-24",4,17511469,57.3,14307670,46.8
2021-08-15,"18-24",4,17446469,57,14261719,46.6
2021-08-14,"18-24",4,17416906,56.9,14240867,46.6
2021-08-13,"18-24",4,17371644,56.8,14212463,46.5
2021-08-12,"18-24",4,17296835,56.6,14165815,46.3
2021-08-11,"18-24",4,17227806,56.3,14124491,46.2
2021-08-10,"18-24",4,17160095,56.1,14083586,46
2021-08-09,"18-24",4,17088589,55.9,14042161,45.9
2021-08-08,"18-24",4,17019930,55.6,14002165,45.8
2021-08-07,"18-24",4,16987419,55.5,13985403,45.7
2021-08-06,"18-24",4,16939606,55.4,13961154,45.6
2021-08-05,"18-24",4,16861818,55.1,13920106,45.5
2021-08-04,"18-24",4,16788871,54.9,13882714,45.4
2021-08-03,"18-24",4,16715025,54.7,13844984,45.3
2021-08-02,"18-24",4,16643823,54.4,13807487,45.1
2021-08-01,"18-24",4,16575477,54.2,13772214,45
2021-07-31,"18-24",4,16543835,54.1,13757777,45
2021-07-30,"18-24",4,16498480,53.9,13733047,44.9
2021-07-29,"18-24",4,16425285,53.7,13692572,44.8
2021-07-28,"18-24",4,16358139,53.5,13655287,44.6
2021-07-27,"18-24",4,16291206,53.3,13616112,44.5
2021-07-26,"18-24",4,16226237,53.1,13577402,44.4
2021-07-25,"18-24",4,16166213,52.9,13543694,44.3
2021-07-24,"18-24",4,16138634,52.8,13533847,44.2
2021-07-23,"18-24",4,16101160,52.6,13510176,44.2
2021-07-22,"18-24",4,16040844,52.4,13470722,44
2021-07-21,"18-24",4,15986301,52.3,13433805,43.9
2021-07-20,"18-24",4,15933810,52.1,13394819,43.8
2021-07-19,"18-24",4,15881858,51.9,13356368,43.7
2021-07-18,"18-24",4,15834444,51.8,13318924,43.5
2021-07-17,"18-24",4,15814737,51.7,13303354,43.5
2021-07-16,"18-24",4,15784563,51.6,13277587,43.4
2021-07-15,"18-24",4,15736780,51.5,13235891,43.3
2021-07-14,"18-24",4,15692707,51.3,13197239,43.1
2021-07-13,"18-24",4,15649423,51.2,13156968,43
2021-07-12,"18-24",4,15605973,51,13115963,42.9
2021-07-11,"18-24",4,15564089,50.9,13076363,42.8
2021-07-10,"18-24",4,15546417,50.8,13060261,42.7
2021-07-09,"18-24",4,15516543,50.7,13032271,42.6
2021-07-08,"18-24",4,15471244,50.6,12985020,42.5
2021-07-07,"18-24",4,15428177,50.4,12940956,42.3
2021-07-06,"18-24",4,15384890,50.3,12894625,42.2
2021-07-05,"18-24",4,15342601,50.2,12846343,42
2021-07-04,"18-24",4,15311852,50.1,12815933,41.9
2021-07-03,"18-24",4,15308054,50.1,12812342,41.9
2021-07-02,"18-24",4,15282552,50,12787846,41.8
2021-07-01,"18-24",4,15239601,49.8,12743873,41.7
2021-06-30,"18-24",4,15194593,49.7,12696444,41.5
2021-06-29,"18-24",4,15149122,49.5,12647767,41.4
2021-06-28,"18-24",4,15104503,49.4,12598013,41.2
2021-06-27,"18-24",4,15063496,49.3,12557229,41.1
2021-06-26,"18-24",4,15044451,49.2,12536342,41
2021-06-25,"18-24",4,15013377,49.1,12500337,40.9
2021-06-24,"18-24",4,14966466,48.9,12443862,40.7
2021-06-23,"18-24",4,14921044,48.8,12387794,40.5
2021-06-22,"18-24",4,14873768,48.6,12327912,40.3
2021-06-21,"18-24",4,14826165,48.5,12262564,40.1
2021-06-20,"18-24",4,14781573,48.3,12221113,40
2021-06-19,"18-24",4,14764595,48.3,12196308,39.9
2021-06-18,"18-24",4,14732532,48.2,12150006,39.7
2021-06-17,"18-24",4,14682562,48,12077459,39.5
2021-06-16,"18-24",4,14631992,47.8,11999184,39.2
2021-06-15,"18-24",4,14580343,47.7,11917329,39
2021-06-14,"18-24",4,14527203,47.5,11827467,38.7
2021-06-13,"18-24",4,14478906,47.3,11746550,38.4
2021-06-12,"18-24",4,14462114,47.3,11709982,38.3
2021-06-11,"18-24",4,14424836,47.2,11641479,38.1
2021-06-10,"18-24",4,14368358,47,11549293,37.8
2021-06-09,"18-24",4,14313061,46.8,11456034,37.5
2021-06-08,"18-24",4,14258264,46.6,11362880,37.2
2021-06-07,"18-24",4,14200444,46.4,11269377,36.8
2021-06-06,"18-24",4,14148722,46.3,11188556,36.6
2021-06-05,"18-24",4,14126245,46.2,11155607,36.5
2021-06-04,"18-24",4,14082531,46,11089917,36.3
2021-06-03,"18-24",4,14017881,45.8,10995059,35.9
2021-06-02,"18-24",4,13954650,45.6,10903480,35.6
2021-06-01,"18-24",4,13885080,45.4,10805176,35.3
2021-05-31,"18-24",4,13808721,45.1,10686472,34.9
2021-05-30,"18-24",4,13795235,45.1,10667552,34.9
2021-05-29,"18-24",4,13766239,45,10635044,34.8
2021-05-28,"18-24",4,13717258,44.8,10574061,34.6
2021-05-27,"18-24",4,13642190,44.6,10466503,34.2
2021-05-26,"18-24",4,13557154,44.3,10352881,33.8
2021-05-25,"18-24",4,13467645,44,10229618,33.4
2021-05-24,"18-24",4,13373116,43.7,10106168,33
2021-05-23,"18-24",4,13283990,43.4,9995031,32.7
2021-05-22,"18-24",4,13239978,43.3,9942694,32.5
2021-05-21,"18-24",4,13160333,43,9832318,32.1
2021-05-20,"18-24",4,13052427,42.7,9667469,31.6
2021-05-19,"18-24",4,12938804,42.3,9499140,31.1
2021-05-18,"18-24",4,12820751,41.9,9325474,30.5
2021-05-17,"18-24",4,12698061,41.5,9156289,29.9
2021-05-16,"18-24",4,12592027,41.2,9009611,29.5
2021-05-15,"18-24",4,12543445,41,8936261,29.2
2021-05-14,"18-24",4,12460000,40.7,8794286,28.8
2021-05-13,"18-24",4,12349729,40.4,8591628,28.1
2021-05-12,"18-24",4,12251455,40.1,8387239,27.4
2021-05-11,"18-24",4,12151054,39.7,8177795,26.7
2021-05-10,"18-24",4,12043889,39.4,7967893,26.1
2021-05-09,"18-24",4,11965961,39.1,7799132,25.5
2021-05-08,"18-24",4,11931331,39,7733396,25.3
2021-05-07,"18-24",4,11853998,38.8,7578367,24.8
2021-05-06,"18-24",4,11736774,38.4,7327654,24
2021-05-05,"18-24",4,11619780,38,7072159,23.1
2021-05-04,"18-24",4,11497230,37.6,6823409,22.3
2021-05-03,"18-24",4,11374626,37.2,6588747,21.5
2021-05-02,"18-24",4,11282393,36.9,6410030,21
2021-05-01,"18-24",4,11233677,36.7,6328418,20.7
2021-04-30,"18-24",4,11132694,36.4,6180175,20.2
2021-04-29,"18-24",4,10974953,35.9,5949884,19.5
2021-04-28,"18-24",4,10812447,35.4,5714280,18.7
2021-04-27,"18-24",4,10641566,34.8,5482619,17.9
2021-04-26,"18-24",4,10480798,34.3,5288747,17.3
2021-04-25,"18-24",4,10343641,33.8,5141022,16.8
2021-04-24,"18-24",4,10267144,33.6,5089394,16.6
2021-04-23,"18-24",4,10118291,33.1,4978942,16.3
2021-04-22,"18-24",4,9919152,32.4,4807093,15.7
2021-04-21,"18-24",4,9707597,31.7,4620934,15.1
2021-04-20,"18-24",4,9496400,31,4442983,14.5
2021-04-19,"18-24",4,9287774,30.4,4296214,14
2021-04-18,"18-24",4,9124373,29.8,4182209,13.7
2021-04-17,"18-24",4,9041425,29.6,4134271,13.5
2021-04-16,"18-24",4,8869547,29,4044769,13.2
2021-04-15,"18-24",4,8622040,28.2,3904594,12.8
2021-04-14,"18-24",4,8357138,27.3,3772298,12.3
2021-04-13,"18-24",4,8099560,26.5,3645379,11.9
2021-04-12,"18-24",4,7844793,25.6,3538965,11.6
2021-04-11,"18-24",4,7613765,24.9,3407167,11.1
2021-04-10,"18-24",4,7491841,24.5,3333362,10.9
2021-04-09,"18-24",4,7255272,23.7,3200209,10.5
2021-04-08,"18-24",4,6916074,22.6,3015111,9.9
2021-04-07,"18-24",4,6567031,21.5,2832319,9.3
2021-04-06,"18-24",4,6228170,20.4,2673675,8.7
2021-04-05,"18-24",4,5949474,19.5,2545550,8.3
2021-04-04,"18-24",4,5748456,18.8,2456710,8
2021-04-03,"18-24",4,5698976,18.6,2431431,7.9
2021-04-02,"18-24",4,5563015,18.2,2362142,7.7
2021-04-01,"18-24",4,5350854,17.5,2265534,7.4
2021-03-31,"18-24",4,5091863,16.6,2156823,7.1
2021-03-30,"18-24",4,4845170,15.8,2066234,6.8
2021-03-29,"18-24",4,4656945,15.2,2000390,6.5
2021-03-28,"18-24",4,4513301,14.8,1949444,6.4
2021-03-27,"18-24",4,4452778,14.6,1923754,6.3
2021-03-26,"18-24",4,4337484,14.2,1876877,6.1
2021-03-25,"18-24",4,4162608,13.6,1807530,5.9
2021-03-24,"18-24",4,3986069,13,1750578,5.7
2021-03-23,"18-24",4,3822984,12.5,1702784,5.6
2021-03-22,"18-24",4,3685409,12,1664611,5.4
2021-03-21,"18-24",4,3575941,11.7,1637199,5.4
2021-03-20,"18-24",4,3524108,11.5,1622120,5.3
2021-03-19,"18-24",4,3429557,11.2,1590586,5.2
2021-03-18,"18-24",4,3281513,10.7,1546989,5.1
2021-03-17,"18-24",4,3138852,10.3,1511748,4.9
2021-03-16,"18-24",4,3009932,9.8,1479948,4.8
2021-03-15,"18-24",4,2901032,9.5,1451554,4.7
2021-03-14,"18-24",4,2819910,9.2,1427343,4.7
2021-03-13,"18-24",4,2777576,9.1,1412530,4.6
2021-03-12,"18-24",4,2696417,8.8,1381694,4.5
2021-03-11,"18-24",4,2583313,8.4,1332240,4.4
2021-03-10,"18-24",4,2470780,8.1,1291682,4.2
2021-03-09,"18-24",4,2371557,7.8,1256608,4.1
2021-03-08,"18-24",4,2289946,7.5,1228896,4
2021-03-07,"18-24",4,2224331,7.3,1206195,3.9
2021-03-06,"18-24",4,2188676,7.2,1195795,3.9
2021-03-05,"18-24",4,2127155,7,1171868,3.8
2021-03-04,"18-24",4,2042373,6.7,1134892,3.7
2021-03-03,"18-24",4,1970138,6.4,1105353,3.6
2021-03-02,"18-24",4,1909845,6.2,1080516,3.5
2021-03-01,"18-24",4,1862660,6.1,1058941,3.5
2021-02-28,"18-24",4,1825097,6,1041286,3.4
2021-02-27,"18-24",4,1806651,5.9,1034395,3.4
2021-02-26,"18-24",4,1769586,5.8,1014355,3.3
2021-02-25,"18-24",4,1717387,5.6,976889,3.2
2021-02-24,"18-24",4,1674505,5.5,944506,3.1
2021-02-23,"18-24",4,1641039,5.4,915141,3
2021-02-22,"18-24",4,1618607,5.3,889212,2.9
2021-02-21,"18-24",4,1601124,5.2,868939,2.8
2021-02-20,"18-24",4,1592878,5.2,860949,2.8
2021-02-19,"18-24",4,1574098,5.1,842787,2.8
2021-02-18,"18-24",4,1546504,5.1,808573,2.6
2021-02-17,"18-24",4,1525239,5,781440,2.6
2021-02-16,"18-24",4,1500680,4.9,751968,2.5
2021-02-15,"18-24",4,1480701,4.8,727748,2.4
2021-02-14,"18-24",4,1465927,4.8,712380,2.3
2021-02-13,"18-24",4,1457798,4.8,705916,2.3
2021-02-12,"18-24",4,1436773,4.7,687760,2.2
2021-02-11,"18-24",4,1402632,4.6,646242,2.1
2021-02-10,"18-24",4,1370910,4.5,608264,2
2021-02-09,"18-24",4,1340533,4.4,570839,1.9
2021-02-08,"18-24",4,1315769,4.3,536702,1.8
2021-02-07,"18-24",4,1296541,4.2,509470,1.7
2021-02-06,"18-24",4,1288859,4.2,502967,1.6
2021-02-05,"18-24",4,1265238,4.1,484826,1.6
2021-02-04,"18-24",4,1227794,4,441461,1.4
2021-02-03,"18-24",4,1193159,3.9,403857,1.3
2021-02-02,"18-24",4,1162229,3.8,368874,1.2
2021-02-01,"18-24",4,1138954,3.7,339712,1.1
2021-01-31,"18-24",4,1120831,3.7,316942,1
2021-01-30,"18-24",4,1112262,3.6,311727,1
2021-01-29,"18-24",4,1093143,3.6,300706,1
2021-01-28,"18-24",4,1054688,3.4,276878,0.9
2021-01-27,"18-24",4,1018080,3.3,252706,0.8
2021-01-26,"18-24",4,984246,3.2,224058,0.7
2021-01-25,"18-24",4,954857,3.1,198508,0.6
2021-01-24,"18-24",4,931250,3,176430,0.6
2021-01-23,"18-24",4,922308,3,171976,0.6
2021-01-22,"18-24",4,900286,2.9,164378,0.5
2021-01-21,"18-24",4,857138,2.8,155003,0.5
2021-01-20,"18-24",4,815654,2.7,142966,0.5
2021-01-19,"18-24",4,777497,2.5,124364,0.4
2021-01-18,"18-24",4,744314,2.4,109573,0.4
2021-01-17,"18-24",4,723473,2.4,99244,0.3
2021-01-16,"18-24",4,714657,2.3,97175,0.3
2021-01-15,"18-24",4,692619,2.3,93956,0.3
2021-01-14,"18-24",4,646436,2.1,88925,0.3
2021-01-13,"18-24",4,600354,2,83058,0.3
2021-01-12,"18-24",4,557458,1.8,71675,0.2
2021-01-11,"18-24",4,516234,1.7,58480,0.2
2021-01-10,"18-24",4,485112,1.6,45207,0.1
2021-01-09,"18-24",4,476522,1.6,41832,0.1
2021-01-08,"18-24",4,458447,1.5,36267,0.1
2021-01-07,"18-24",4,417433,1.4,22848,0.1
2021-01-06,"18-24",4,376703,1.2,12408,0
2021-01-05,"18-24",4,337162,1.1,6362,0
2021-01-04,"18-24",4,302318,1,3339,0
2021-01-03,"18-24",4,273327,0.9,1832,0
2021-01-02,"18-24",4,265929,0.9,1748,0
2021-01-01,"18-24",4,253289,0.8,1663,0
2020-12-31,"18-24",4,249927,0.8,1436,0
2020-12-30,"18-24",4,229916,0.8,1302,0
2020-12-29,"18-24",4,189538,0.6,1035,0
2020-12-28,"18-24",4,155983,0.5,852,0
2020-12-27,"18-24",4,129052,0.4,700,0
2020-12-26,"18-24",4,123803,0.4,674,0
2020-12-25,"18-24",4,117048,0.4,650,0
2020-12-24,"18-24",4,116159,0.4,648,0
2020-12-23,"18-24",4,107266,0.4,594,0
2020-12-22,"18-24",4,82079,0.3,486,0
2020-12-21,"18-24",4,63217,0.2,386,0
2020-12-20,"18-24",4,46658,0.2,317,0
2020-12-19,"18-24",4,41759,0.1,304,0
2020-12-18,"18-24",4,34148,0.1,278,0
2020-12-17,"18-24",4,18651,0.1,241,0
2020-12-16,"18-24",4,8264,0,214,0
2020-12-15,"18-24",4,2774,0,196,0
2020-12-14,"18-24",4,1003,0,183,0
2020-12-13,"18-24",4,841,0,179,0
2022-01-12,"25-39",5,52433530,76.7,43550454,63.7
2022-01-11,"25-39",5,52433528,76.7,43550454,63.7
2022-01-10,"25-39",5,52426624,76.7,43547194,63.7
2022-01-09,"25-39",5,52383299,76.6,43527664,63.6
2022-01-08,"25-39",5,52353089,76.6,43516373,63.6
2022-01-07,"25-39",5,52303289,76.5,43496753,63.6
2022-01-06,"25-39",5,52220084,76.4,43460485,63.5
2022-01-05,"25-39",5,52142303,76.2,43427090,63.5
2022-01-04,"25-39",5,52063416,76.1,43392960,63.5
2022-01-03,"25-39",5,51985240,76,43357265,63.4
2022-01-02,"25-39",5,51911726,75.9,43323252,63.3
2022-01-01,"25-39",5,51879474,75.9,43307544,63.3
2021-12-31,"25-39",5,51873045,75.9,43304859,63.3
2021-12-30,"25-39",5,51838642,75.8,43288841,63.3
2021-12-29,"25-39",5,51756836,75.7,43253626,63.2
2021-12-28,"25-39",5,51668714,75.6,43214304,63.2
2021-12-27,"25-39",5,51578265,75.4,43174462,63.1
2021-12-26,"25-39",5,51490961,75.3,43137069,63.1
2021-12-25,"25-39",5,51456931,75.2,43121592,63.1
2021-12-24,"25-39",5,51456452,75.2,43121427,63.1
2021-12-23,"25-39",5,51431228,75.2,43110280,63
2021-12-22,"25-39",5,51344897,75.1,43080519,63
2021-12-21,"25-39",5,51245462,74.9,43041192,62.9
2021-12-20,"25-39",5,51143147,74.8,43001075,62.9
2021-12-19,"25-39",5,51045793,74.6,42963197,62.8
2021-12-18,"25-39",5,51005031,74.6,42948686,62.8
2021-12-17,"25-39",5,50948602,74.5,42927004,62.8
2021-12-16,"25-39",5,50855675,74.4,42887600,62.7
2021-12-15,"25-39",5,50771097,74.2,42855595,62.7
2021-12-14,"25-39",5,50688429,74.1,42815990,62.6
2021-12-13,"25-39",5,50607316,74,42775915,62.5
2021-12-12,"25-39",5,50528477,73.9,42736130,62.5
2021-12-11,"25-39",5,50492357,73.8,42720283,62.5
2021-12-10,"25-39",5,50439298,73.8,42695470,62.4
2021-12-09,"25-39",5,50348858,73.6,42647918,62.4
2021-12-08,"25-39",5,50263303,73.5,42605143,62.3
2021-12-07,"25-39",5,50178041,73.4,42561394,62.2
2021-12-06,"25-39",5,50091423,73.2,42518024,62.2
2021-12-05,"25-39",5,50005400,73.1,42474962,62.1
2021-12-04,"25-39",5,49966567,73.1,42458024,62.1
2021-12-03,"25-39",5,49909670,73,42430210,62
2021-12-02,"25-39",5,49805952,72.8,42377974,62
2021-12-01,"25-39",5,49709894,72.7,42332312,61.9
2021-11-30,"25-39",5,49614442,72.5,42285711,61.8
2021-11-29,"25-39",5,49534649,72.4,42239491,61.8
2021-11-28,"25-39",5,49462366,72.3,42194040,61.7
2021-11-27,"25-39",5,49430749,72.3,42178308,61.7
2021-11-26,"25-39",5,49388298,72.2,42155411,61.6
2021-11-25,"25-39",5,49328682,72.1,42120660,61.6
2021-11-24,"25-39",5,49327120,72.1,42119407,61.6
2021-11-23,"25-39",5,49255524,72,42080363,61.5
2021-11-22,"25-39",5,49170768,71.9,42034194,61.5
2021-11-21,"25-39",5,49086484,71.8,41985469,61.4
2021-11-20,"25-39",5,49050834,71.7,41967714,61.4
2021-11-19,"25-39",5,48996954,71.6,41939886,61.3
2021-11-18,"25-39",5,48905218,71.5,41884545,61.2
2021-11-17,"25-39",5,48828344,71.4,41836243,61.2
2021-11-16,"25-39",5,48753946,71.3,41787695,61.1
2021-11-15,"25-39",5,48682855,71.2,41740601,61
2021-11-14,"25-39",5,48613946,71.1,41692055,61
2021-11-13,"25-39",5,48584759,71,41673702,60.9
2021-11-12,"25-39",5,48539609,71,41644772,60.9
2021-11-11,"25-39",5,48459252,70.9,41589378,60.8
2021-11-10,"25-39",5,48395595,70.8,41546952,60.8
2021-11-09,"25-39",5,48327870,70.7,41499455,60.7
2021-11-08,"25-39",5,48263584,70.6,41451945,60.6
2021-11-07,"25-39",5,48201640,70.5,41400260,60.5
2021-11-06,"25-39",5,48173051,70.4,41378032,60.5
2021-11-05,"25-39",5,48127693,70.4,41343482,60.5
2021-11-04,"25-39",5,48043199,70.3,41277645,60.4
2021-11-03,"25-39",5,47978024,70.2,41223403,60.3
2021-11-02,"25-39",5,47908945,70.1,41169203,60.2
2021-11-01,"25-39",5,47841627,70,41116316,60.1
2021-10-31,"25-39",5,47773576,69.9,41061190,60
2021-10-30,"25-39",5,47748813,69.8,41040454,60
2021-10-29,"25-39",5,47710339,69.8,41008579,60
2021-10-28,"25-39",5,47631937,69.6,40942996,59.9
2021-10-27,"25-39",5,47564300,69.6,40885592,59.8
2021-10-26,"25-39",5,47493891,69.4,40828342,59.7
2021-10-25,"25-39",5,47427203,69.3,40772922,59.6
2021-10-24,"25-39",5,47360161,69.3,40715218,59.5
2021-10-23,"25-39",5,47334466,69.2,40691635,59.5
2021-10-22,"25-39",5,47294173,69.2,40655664,59.4
2021-10-21,"25-39",5,47221419,69,40584888,59.3
2021-10-20,"25-39",5,47163793,69,40524919,59.3
2021-10-19,"25-39",5,47107129,68.9,40465267,59.2
2021-10-18,"25-39",5,47051005,68.8,40405696,59.1
2021-10-17,"25-39",5,46985696,68.7,40338909,59
2021-10-16,"25-39",5,46959401,68.7,40312050,58.9
2021-10-15,"25-39",5,46918710,68.6,40269463,58.9
2021-10-14,"25-39",5,46843265,68.5,40184906,58.8
2021-10-13,"25-39",5,46778874,68.4,40114421,58.7
2021-10-12,"25-39",5,46714113,68.3,40043584,58.6
2021-10-11,"25-39",5,46650100,68.2,39971214,58.4
2021-10-10,"25-39",5,46586422,68.1,39903525,58.3
2021-10-09,"25-39",5,46559292,68.1,39871296,58.3
2021-10-08,"25-39",5,46518383,68,39822719,58.2
2021-10-07,"25-39",5,46438167,67.9,39730350,58.1
2021-10-06,"25-39",5,46369538,67.8,39653842,58
2021-10-05,"25-39",5,46300165,67.7,39575211,57.9
2021-10-04,"25-39",5,46233054,67.6,39497422,57.8
2021-10-03,"25-39",5,46165067,67.5,39418694,57.6
2021-10-02,"25-39",5,46133283,67.5,39378426,57.6
2021-10-01,"25-39",5,46084294,67.4,39319475,57.5
2021-09-30,"25-39",5,45996890,67.3,39206303,57.3
2021-09-29,"25-39",5,45916306,67.1,39108185,57.2
2021-09-28,"25-39",5,45838469,67,39013279,57
2021-09-27,"25-39",5,45760896,66.9,38921986,56.9
2021-09-26,"25-39",5,45681977,66.8,38857697,56.8
2021-09-25,"25-39",5,45649222,66.7,38815161,56.8
2021-09-24,"25-39",5,45596129,66.7,38753185,56.7
2021-09-23,"25-39",5,45500174,66.5,38632116,56.5
2021-09-22,"25-39",5,45418614,66.4,38532299,56.3
2021-09-21,"25-39",5,45336604,66.3,38429660,56.2
2021-09-20,"25-39",5,45251649,66.2,38325285,56
2021-09-19,"25-39",5,45165638,66,38217495,55.9
2021-09-18,"25-39",5,45127490,66,38168282,55.8
2021-09-17,"25-39",5,45065336,65.9,38091767,55.7
2021-09-16,"25-39",5,44953747,65.7,37950055,55.5
2021-09-15,"25-39",5,44853976,65.6,37832611,55.3
2021-09-14,"25-39",5,44752851,65.4,37715768,55.1
2021-09-13,"25-39",5,44650011,65.3,37602453,55
2021-09-12,"25-39",5,44540161,65.1,37486287,54.8
2021-09-11,"25-39",5,44489148,65.1,37435726,54.7
2021-09-10,"25-39",5,44411206,64.9,37356216,54.6
2021-09-09,"25-39",5,44270171,64.7,37215649,54.4
2021-09-08,"25-39",5,44152397,64.6,37103008,54.3
2021-09-07,"25-39",5,44037147,64.4,36989983,54.1
2021-09-06,"25-39",5,43925904,64.2,36857098,53.9
2021-09-05,"25-39",5,43900853,64.2,36833602,53.9
2021-09-04,"25-39",5,43849851,64.1,36785767,53.8
2021-09-03,"25-39",5,43780458,64,36715723,53.7
2021-09-02,"25-39",5,43646714,63.8,36587961,53.5
2021-09-01,"25-39",5,43523185,63.6,36480074,53.3
2021-08-31,"25-39",5,43393394,63.5,36370403,53.2
2021-08-30,"25-39",5,43266094,63.3,36258825,53
2021-08-29,"25-39",5,43140578,63.1,36143867,52.9
2021-08-28,"25-39",5,43082648,63,36088407,52.8
2021-08-27,"25-39",5,42994361,62.9,36005242,52.6
2021-08-26,"25-39",5,42838020,62.6,35867840,52.4
2021-08-25,"25-39",5,42696905,62.4,35756696,52.3
2021-08-24,"25-39",5,42557873,62.2,35647643,52.1
2021-08-23,"25-39",5,42421917,62,35542214,52
2021-08-22,"25-39",5,42290721,61.8,35439140,51.8
2021-08-21,"25-39",5,42237035,61.8,35391923,51.8
2021-08-20,"25-39",5,42150276,61.6,35320161,51.6
2021-08-19,"25-39",5,41998610,61.4,35202698,51.5
2021-08-18,"25-39",5,41862086,61.2,35109687,51.3
2021-08-17,"25-39",5,41723409,61,35015952,51.2
2021-08-16,"25-39",5,41586483,60.8,34928261,51.1
2021-08-15,"25-39",5,41455430,60.6,34842470,50.9
2021-08-14,"25-39",5,41393645,60.5,34802066,50.9
2021-08-13,"25-39",5,41294292,60.4,34744807,50.8
2021-08-12,"25-39",5,41129569,60.1,34651628,50.7
2021-08-11,"25-39",5,40986436,59.9,34577749,50.6
2021-08-10,"25-39",5,40849581,59.7,34508783,50.5
2021-08-09,"25-39",5,40705083,59.5,34439732,50.4
2021-08-08,"25-39",5,40566401,59.3,34373389,50.3
2021-08-07,"25-39",5,40497859,59.2,34344020,50.2
2021-08-06,"25-39",5,40394367,59.1,34298334,50.2
2021-08-05,"25-39",5,40224415,58.8,34225160,50
2021-08-04,"25-39",5,40076675,58.6,34163209,50
2021-08-03,"25-39",5,39930345,58.4,34103682,49.9
2021-08-02,"25-39",5,39790323,58.2,34044019,49.8
2021-08-01,"25-39",5,39658936,58,33988572,49.7
2021-07-31,"25-39",5,39595776,57.9,33964229,49.7
2021-07-30,"25-39",5,39502916,57.8,33920049,49.6
2021-07-29,"25-39",5,39352653,57.5,33849114,49.5
2021-07-28,"25-39",5,39226140,57.4,33788825,49.4
2021-07-27,"25-39",5,39099789,57.2,33726282,49.3
2021-07-26,"25-39",5,38978562,57,33664778,49.2
2021-07-25,"25-39",5,38865816,56.8,33610458,49.1
2021-07-24,"25-39",5,38811511,56.8,33593177,49.1
2021-07-23,"25-39",5,38733855,56.6,33548993,49.1
2021-07-22,"25-39",5,38611744,56.5,33477852,49
2021-07-21,"25-39",5,38511068,56.3,33416970,48.9
2021-07-20,"25-39",5,38417873,56.2,33354038,48.8
2021-07-19,"25-39",5,38330041,56,33293570,48.7
2021-07-18,"25-39",5,38249254,55.9,33232895,48.6
2021-07-17,"25-39",5,38214096,55.9,33205335,48.6
2021-07-16,"25-39",5,38158265,55.8,33157520,48.5
2021-07-15,"25-39",5,38072801,55.7,33082155,48.4
2021-07-14,"25-39",5,38000424,55.6,33017440,48.3
2021-07-13,"25-39",5,37932403,55.5,32952370,48.2
2021-07-12,"25-39",5,37863012,55.4,32885981,48.1
2021-07-11,"25-39",5,37795429,55.3,32819710,48
2021-07-10,"25-39",5,37764398,55.2,32791036,47.9
2021-07-09,"25-39",5,37710933,55.1,32740076,47.9
2021-07-08,"25-39",5,37628927,55,32653324,47.7
2021-07-07,"25-39",5,37556998,54.9,32577830,47.6
2021-07-06,"25-39",5,37485959,54.8,32501169,47.5
2021-07-05,"25-39",5,37418074,54.7,32421345,47.4
2021-07-04,"25-39",5,37365908,54.6,32370496,47.3
2021-07-03,"25-39",5,37358002,54.6,32363126,47.3
2021-07-02,"25-39",5,37309763,54.6,32315987,47.3
2021-07-01,"25-39",5,37233095,54.4,32233733,47.1
2021-06-30,"25-39",5,37162150,54.3,32156932,47
2021-06-29,"25-39",5,37085977,54.2,32074338,46.9
2021-06-28,"25-39",5,37012010,54.1,31989403,46.8
2021-06-27,"25-39",5,36943508,54,31919665,46.7
2021-06-26,"25-39",5,36909077,54,31881396,46.6
2021-06-25,"25-39",5,36850442,53.9,31811384,46.5
