"date","age","age_group","dose1","pct_dose1","complete","pct_complete"
2021-06-24,"25-39",5,36761230,53.8,31701598,46.4
2021-06-23,"25-39",5,36681862,53.6,31602495,46.2
2021-06-22,"25-39",5,36600429,53.5,31500668,46.1
2021-06-21,"25-39",5,36520551,53.4,31389650,45.9
2021-06-20,"25-39",5,36446049,53.3,31317098,45.8
2021-06-19,"25-39",5,36415585,53.2,31272123,45.7
2021-06-18,"25-39",5,36356486,53.2,31185313,45.6
2021-06-17,"25-39",5,36262022,53,31044440,45.4
2021-06-16,"25-39",5,36173872,52.9,30907816,45.2
2021-06-15,"25-39",5,36084915,52.8,30768287,45
2021-06-14,"25-39",5,35994051,52.6,30615743,44.8
2021-06-13,"25-39",5,35910621,52.5,30475879,44.6
2021-06-12,"25-39",5,35878670,52.5,30408827,44.5
2021-06-11,"25-39",5,35808365,52.4,30280914,44.3
2021-06-10,"25-39",5,35700215,52.2,30097552,44
2021-06-09,"25-39",5,35600845,52.1,29932541,43.8
2021-06-08,"25-39",5,35505729,51.9,29774111,43.5
2021-06-07,"25-39",5,35406618,51.8,29612524,43.3
2021-06-06,"25-39",5,35315070,51.6,29472942,43.1
2021-06-05,"25-39",5,35272201,51.6,29412548,43
2021-06-04,"25-39",5,35187641,51.5,29284056,42.8
2021-06-03,"25-39",5,35062518,51.3,29091016,42.5
2021-06-02,"25-39",5,34950706,51.1,28923196,42.3
2021-06-01,"25-39",5,34830892,50.9,28743438,42
2021-05-31,"25-39",5,34700601,50.7,28527489,41.7
2021-05-30,"25-39",5,34677142,50.7,28492782,41.7
2021-05-29,"25-39",5,34623778,50.6,28431309,41.6
2021-05-28,"25-39",5,34530404,50.5,28309845,41.4
2021-05-27,"25-39",5,34385363,50.3,28085950,41.1
2021-05-26,"25-39",5,34239620,50.1,27860783,40.7
2021-05-25,"25-39",5,34089980,49.8,27624823,40.4
2021-05-24,"25-39",5,33931728,49.6,27387762,40
2021-05-23,"25-39",5,33781643,49.4,27171728,39.7
2021-05-22,"25-39",5,33704258,49.3,27068309,39.6
2021-05-21,"25-39",5,33558755,49.1,26844180,39.3
2021-05-20,"25-39",5,33354047,48.8,26493799,38.7
2021-05-19,"25-39",5,33156963,48.5,26158982,38.3
2021-05-18,"25-39",5,32957950,48.2,25823973,37.8
2021-05-17,"25-39",5,32749306,47.9,25492725,37.3
2021-05-16,"25-39",5,32569338,47.6,25203488,36.9
2021-05-15,"25-39",5,32483486,47.5,25060264,36.6
2021-05-14,"25-39",5,32328989,47.3,24774204,36.2
2021-05-13,"25-39",5,32117203,47,24359249,35.6
2021-05-12,"25-39",5,31946589,46.7,23958127,35
2021-05-11,"25-39",5,31776967,46.5,23551872,34.4
2021-05-10,"25-39",5,31593358,46.2,23139795,33.8
2021-05-09,"25-39",5,31459322,46,22805508,33.3
2021-05-08,"25-39",5,31397205,45.9,22673160,33.2
2021-05-07,"25-39",5,31250760,45.7,22360801,32.7
2021-05-06,"25-39",5,31021737,45.4,21844444,31.9
2021-05-05,"25-39",5,30803183,45,21329932,31.2
2021-05-04,"25-39",5,30573711,44.7,20826387,30.5
2021-05-03,"25-39",5,30341438,44.4,20335384,29.7
2021-05-02,"25-39",5,30161766,44.1,19946687,29.2
2021-05-01,"25-39",5,30064984,44,19774489,28.9
2021-04-30,"25-39",5,29862138,43.7,19450461,28.4
2021-04-29,"25-39",5,29541854,43.2,18953485,27.7
2021-04-28,"25-39",5,29225212,42.7,18440595,27
2021-04-27,"25-39",5,28900187,42.3,17935153,26.2
2021-04-26,"25-39",5,28583355,41.8,17488818,25.6
2021-04-25,"25-39",5,28312334,41.4,17129813,25
2021-04-24,"25-39",5,28165470,41.2,16996873,24.9
2021-04-23,"25-39",5,27873317,40.8,16704982,24.4
2021-04-22,"25-39",5,27476788,40.2,16263632,23.8
2021-04-21,"25-39",5,27070015,39.6,15807126,23.1
2021-04-20,"25-39",5,26667798,39,15352897,22.4
2021-04-19,"25-39",5,26260974,38.4,14960349,21.9
2021-04-18,"25-39",5,25941821,37.9,14654793,21.4
2021-04-17,"25-39",5,25775841,37.7,14523692,21.2
2021-04-16,"25-39",5,25430519,37.2,14277799,20.9
2021-04-15,"25-39",5,24942522,36.5,13885184,20.3
2021-04-14,"25-39",5,24423074,35.7,13514921,19.8
2021-04-13,"25-39",5,23924080,35,13156090,19.2
2021-04-12,"25-39",5,23418369,34.2,12840986,18.8
2021-04-11,"25-39",5,22958587,33.6,12498594,18.3
2021-04-10,"25-39",5,22705925,33.2,12310281,18
2021-04-09,"25-39",5,22211064,32.5,11953739,17.5
2021-04-08,"25-39",5,21521030,31.5,11460481,16.8
2021-04-07,"25-39",5,20811998,30.4,10983254,16.1
2021-04-06,"25-39",5,20110619,29.4,10554982,15.4
2021-04-05,"25-39",5,19489839,28.5,10184026,14.9
2021-04-04,"25-39",5,19023705,27.8,9905082,14.5
2021-04-03,"25-39",5,18897712,27.6,9828838,14.4
2021-04-02,"25-39",5,18546419,27.1,9613461,14.1
2021-04-01,"25-39",5,18025754,26.4,9306017,13.6
2021-03-31,"25-39",5,17410143,25.5,8957651,13.1
2021-03-30,"25-39",5,16821091,24.6,8670398,12.7
2021-03-29,"25-39",5,16343451,23.9,8442532,12.3
2021-03-28,"25-39",5,15969580,23.4,8268636,12.1
2021-03-27,"25-39",5,15811859,23.1,8181870,12
2021-03-26,"25-39",5,15504847,22.7,8015097,11.7
2021-03-25,"25-39",5,15045956,22,7764862,11.4
2021-03-24,"25-39",5,14576390,21.3,7558911,11.1
2021-03-23,"25-39",5,14134573,20.7,7384086,10.8
2021-03-22,"25-39",5,13741275,20.1,7241489,10.6
2021-03-21,"25-39",5,13428159,19.6,7143315,10.4
2021-03-20,"25-39",5,13279385,19.4,7090483,10.4
2021-03-19,"25-39",5,12997536,19,6975642,10.2
2021-03-18,"25-39",5,12565654,18.4,6818180,10
2021-03-17,"25-39",5,12147437,17.8,6684904,9.8
2021-03-16,"25-39",5,11766335,17.2,6567704,9.6
2021-03-15,"25-39",5,11430532,16.7,6462257,9.4
2021-03-14,"25-39",5,11168107,16.3,6373139,9.3
2021-03-13,"25-39",5,11040128,16.1,6319510,9.2
2021-03-12,"25-39",5,10785891,15.8,6206783,9.1
2021-03-11,"25-39",5,10417773,15.2,6030008,8.8
2021-03-10,"25-39",5,10052978,14.7,5879982,8.6
2021-03-09,"25-39",5,9729178,14.2,5751669,8.4
2021-03-08,"25-39",5,9451516,13.8,5645034,8.3
2021-03-07,"25-39",5,9227321,13.5,5561245,8.1
2021-03-06,"25-39",5,9107104,13.3,5520528,8.1
2021-03-05,"25-39",5,8890318,13,5423666,7.9
2021-03-04,"25-39",5,8594002,12.6,5282291,7.7
2021-03-03,"25-39",5,8338042,12.2,5168631,7.6
2021-03-02,"25-39",5,8118596,11.9,5072778,7.4
2021-03-01,"25-39",5,7941352,11.6,4992223,7.3
2021-02-28,"25-39",5,7796627,11.4,4924796,7.2
2021-02-27,"25-39",5,7727118,11.3,4899071,7.2
2021-02-26,"25-39",5,7585670,11.1,4826750,7.1
2021-02-25,"25-39",5,7383513,10.8,4675108,6.8
2021-02-24,"25-39",5,7217990,10.6,4547619,6.6
2021-02-23,"25-39",5,7087825,10.4,4433456,6.5
2021-02-22,"25-39",5,7002343,10.2,4336453,6.3
2021-02-21,"25-39",5,6936610,10.1,4257621,6.2
2021-02-20,"25-39",5,6908010,10.1,4227980,6.2
2021-02-19,"25-39",5,6844057,10,4158492,6.1
2021-02-18,"25-39",5,6749072,9.9,4027362,5.9
2021-02-17,"25-39",5,6670401,9.8,3922450,5.7
2021-02-16,"25-39",5,6584426,9.6,3811951,5.6
2021-02-15,"25-39",5,6512228,9.5,3720474,5.4
2021-02-14,"25-39",5,6460874,9.4,3662158,5.4
2021-02-13,"25-39",5,6429596,9.4,3637200,5.3
2021-02-12,"25-39",5,6349182,9.3,3569712,5.2
2021-02-11,"25-39",5,6217101,9.1,3401613,5
2021-02-10,"25-39",5,6097076,8.9,3247257,4.7
2021-02-09,"25-39",5,5985333,8.8,3096103,4.5
2021-02-08,"25-39",5,5893521,8.6,2962416,4.3
2021-02-07,"25-39",5,5821075,8.5,2851331,4.2
2021-02-06,"25-39",5,5793266,8.5,2826023,4.1
2021-02-05,"25-39",5,5711447,8.4,2756797,4
2021-02-04,"25-39",5,5574151,8.2,2569139,3.8
2021-02-03,"25-39",5,5445998,8,2404942,3.5
2021-02-02,"25-39",5,5331818,7.8,2248300,3.3
2021-02-01,"25-39",5,5246987,7.7,2118333,3.1
2021-01-31,"25-39",5,5177238,7.6,2013412,2.9
2021-01-30,"25-39",5,5147311,7.5,1992982,2.9
2021-01-29,"25-39",5,5078906,7.4,1946116,2.8
2021-01-28,"25-39",5,4932710,7.2,1829609,2.7
2021-01-27,"25-39",5,4794349,7,1704978,2.5
2021-01-26,"25-39",5,4669596,6.8,1554556,2.3
2021-01-25,"25-39",5,4562480,6.7,1417245,2.1
2021-01-24,"25-39",5,4472272,6.5,1295555,1.9
2021-01-23,"25-39",5,4442589,6.5,1275142,1.9
2021-01-22,"25-39",5,4365725,6.4,1238800,1.8
2021-01-21,"25-39",5,4201884,6.1,1179593,1.7
2021-01-20,"25-39",5,4050806,5.9,1104890,1.6
2021-01-19,"25-39",5,3910548,5.7,992345,1.5
2021-01-18,"25-39",5,3787478,5.5,897133,1.3
2021-01-17,"25-39",5,3709937,5.4,837406,1.2
2021-01-16,"25-39",5,3676516,5.4,825424,1.2
2021-01-15,"25-39",5,3593129,5.3,805173,1.2
2021-01-14,"25-39",5,3407938,5,767119,1.1
2021-01-13,"25-39",5,3223132,4.7,722739,1.1
2021-01-12,"25-39",5,3049224,4.5,635331,0.9
2021-01-11,"25-39",5,2887025,4.2,531227,0.8
2021-01-10,"25-39",5,2755812,4,421181,0.6
2021-01-09,"25-39",5,2723367,4,394442,0.6
2021-01-08,"25-39",5,2648945,3.9,346412,0.5
2021-01-07,"25-39",5,2462230,3.6,218305,0.3
2021-01-06,"25-39",5,2278956,3.3,119841,0.2
2021-01-05,"25-39",5,2098382,3.1,59290,0.1
2021-01-04,"25-39",5,1935377,2.8,28055,0
2021-01-03,"25-39",5,1796531,2.6,12112,0
2021-01-02,"25-39",5,1766049,2.6,11326,0
2021-01-01,"25-39",5,1707942,2.5,10562,0
2020-12-31,"25-39",5,1693644,2.5,9169,0
2020-12-30,"25-39",5,1583629,2.3,8523,0
2020-12-29,"25-39",5,1367000,2,6889,0
2020-12-28,"25-39",5,1178023,1.7,5724,0
2020-12-27,"25-39",5,1016883,1.5,4787,0
2020-12-26,"25-39",5,987347,1.4,4620,0
2020-12-25,"25-39",5,944923,1.4,4453,0
2020-12-24,"25-39",5,941044,1.4,4431,0
2020-12-23,"25-39",5,879727,1.3,4138,0
2020-12-22,"25-39",5,700352,1,3310,0
2020-12-21,"25-39",5,554828,0.8,2477,0
2020-12-20,"25-39",5,425166,0.6,2030,0
2020-12-19,"25-39",5,386079,0.6,1777,0
2020-12-18,"25-39",5,320267,0.5,1468,0
2020-12-17,"25-39",5,174657,0.3,1122,0
2020-12-16,"25-39",5,78673,0.1,925,0
2020-12-15,"25-39",5,22208,0,804,0
2020-12-14,"25-39",5,5115,0,758,0
2020-12-13,"25-39",5,3657,0,732,0
2022-01-12,"40-49",6,34366507,84.3,29321270,71.9
2022-01-11,"40-49",6,34366507,84.3,29321270,71.9
2022-01-10,"40-49",6,34362980,84.2,29319718,71.9
2022-01-09,"40-49",6,34340801,84.2,29309757,71.9
2022-01-08,"40-49",6,34325535,84.2,29303936,71.8
2022-01-07,"40-49",6,34298813,84.1,29292807,71.8
2022-01-06,"40-49",6,34254981,84,29272916,71.8
2022-01-05,"40-49",6,34214375,83.9,29255664,71.7
2022-01-04,"40-49",6,34173047,83.8,29237850,71.7
2022-01-03,"40-49",6,34132111,83.7,29219225,71.6
2022-01-02,"40-49",6,34093772,83.6,29201625,71.6
2022-01-01,"40-49",6,34077011,83.5,29193625,71.6
2021-12-31,"40-49",6,34072939,83.5,29192051,71.6
2021-12-30,"40-49",6,34052773,83.5,29183068,71.5
2021-12-29,"40-49",6,34007468,83.4,29163766,71.5
2021-12-28,"40-49",6,33960321,83.3,29143177,71.4
2021-12-27,"40-49",6,33912314,83.1,29122316,71.4
2021-12-26,"40-49",6,33866370,83,29102293,71.3
2021-12-25,"40-49",6,33849324,83,29093934,71.3
2021-12-24,"40-49",6,33849069,83,29093839,71.3
2021-12-23,"40-49",6,33835428,83,29087984,71.3
2021-12-22,"40-49",6,33792049,82.8,29072406,71.3
2021-12-21,"40-49",6,33741604,82.7,29051444,71.2
2021-12-20,"40-49",6,33688941,82.6,29029860,71.2
2021-12-19,"40-49",6,33639579,82.5,29009480,71.1
2021-12-18,"40-49",6,33619199,82.4,29001662,71.1
2021-12-17,"40-49",6,33588117,82.3,28989144,71.1
2021-12-16,"40-49",6,33537338,82.2,28966807,71
2021-12-15,"40-49",6,33492296,82.1,28949331,71
2021-12-14,"40-49",6,33448776,82,28928711,70.9
2021-12-13,"40-49",6,33406188,81.9,28908074,70.9
2021-12-12,"40-49",6,33364764,81.8,28887554,70.8
2021-12-11,"40-49",6,33345687,81.8,28879269,70.8
2021-12-10,"40-49",6,33315445,81.7,28865055,70.8
2021-12-09,"40-49",6,33263630,81.5,28838795,70.7
2021-12-08,"40-49",6,33216612,81.4,28815945,70.6
2021-12-07,"40-49",6,33169506,81.3,28793012,70.6
2021-12-06,"40-49",6,33122370,81.2,28769821,70.5
2021-12-05,"40-49",6,33074417,81.1,28746317,70.5
2021-12-04,"40-49",6,33053104,81,28737136,70.5
2021-12-03,"40-49",6,33018608,80.9,28720889,70.4
2021-12-02,"40-49",6,32958073,80.8,28690806,70.3
2021-12-01,"40-49",6,32904526,80.7,28665704,70.3
2021-11-30,"40-49",6,32851491,80.5,28640910,70.2
2021-11-29,"40-49",6,32805731,80.4,28616385,70.2
2021-11-28,"40-49",6,32765257,80.3,28592581,70.1
2021-11-27,"40-49",6,32747940,80.3,28584268,70.1
2021-11-26,"40-49",6,32723157,80.2,28571659,70
2021-11-25,"40-49",6,32688220,80.1,28552549,70
2021-11-24,"40-49",6,32687318,80.1,28551971,70
2021-11-23,"40-49",6,32648392,80,28532321,69.9
2021-11-22,"40-49",6,32603214,79.9,28508887,69.9
2021-11-21,"40-49",6,32557697,79.8,28483288,69.8
2021-11-20,"40-49",6,32537899,79.8,28473934,69.8
2021-11-19,"40-49",6,32505670,79.7,28458011,69.8
2021-11-18,"40-49",6,32453158,79.6,28427636,69.7
2021-11-17,"40-49",6,32411070,79.5,28402491,69.6
2021-11-16,"40-49",6,32370334,79.4,28377494,69.6
2021-11-15,"40-49",6,32330972,79.3,28353329,69.5
2021-11-14,"40-49",6,32292726,79.2,28328883,69.5
2021-11-13,"40-49",6,32276306,79.1,28319543,69.4
2021-11-12,"40-49",6,32249027,79.1,28303756,69.4
2021-11-11,"40-49",6,32202686,78.9,28273483,69.3
2021-11-10,"40-49",6,32166415,78.9,28251140,69.3
2021-11-09,"40-49",6,32128566,78.8,28226869,69.2
2021-11-08,"40-49",6,32093431,78.7,28203588,69.1
2021-11-07,"40-49",6,32059762,78.6,28176611,69.1
2021-11-06,"40-49",6,32044144,78.6,28165414,69.1
2021-11-05,"40-49",6,32018346,78.5,28147384,69
2021-11-04,"40-49",6,31970074,78.4,28111930,68.9
2021-11-03,"40-49",6,31933505,78.3,28083673,68.8
2021-11-02,"40-49",6,31896353,78.2,28055994,68.8
2021-11-01,"40-49",6,31860434,78.1,28029415,68.7
2021-10-31,"40-49",6,31823940,78,28001405,68.6
2021-10-30,"40-49",6,31809993,78,27990625,68.6
2021-10-29,"40-49",6,31786516,77.9,27972674,68.6
2021-10-28,"40-49",6,31741536,77.8,27937024,68.5
2021-10-27,"40-49",6,31704494,77.7,27907126,68.4
2021-10-26,"40-49",6,31667074,77.6,27878219,68.3
2021-10-25,"40-49",6,31631465,77.5,27850685,68.3
2021-10-24,"40-49",6,31595639,77.5,27821957,68.2
2021-10-23,"40-49",6,31581995,77.4,27810149,68.2
2021-10-22,"40-49",6,31559418,77.4,27790576,68.1
2021-10-21,"40-49",6,31520932,77.3,27753793,68
2021-10-20,"40-49",6,31492759,77.2,27724131,68
2021-10-19,"40-49",6,31465186,77.1,27695287,67.9
2021-10-18,"40-49",6,31438475,77.1,27666929,67.8
2021-10-17,"40-49",6,31406990,77,27635068,67.7
2021-10-16,"40-49",6,31395199,77,27621916,67.7
2021-10-15,"40-49",6,31375427,76.9,27599471,67.7
2021-10-14,"40-49",6,31338054,76.8,27557185,67.6
2021-10-13,"40-49",6,31306465,76.8,27523361,67.5
2021-10-12,"40-49",6,31275641,76.7,27489607,67.4
2021-10-11,"40-49",6,31245440,76.6,27455520,67.3
2021-10-10,"40-49",6,31214790,76.5,27422203,67.2
2021-10-09,"40-49",6,31201433,76.5,27406083,67.2
2021-10-08,"40-49",6,31180476,76.4,27380152,67.1
2021-10-07,"40-49",6,31139770,76.3,27332832,67
2021-10-06,"40-49",6,31105845,76.3,27295384,66.9
2021-10-05,"40-49",6,31072250,76.2,27257323,66.8
2021-10-04,"40-49",6,31040018,76.1,27219719,66.7
2021-10-03,"40-49",6,31007206,76,27181102,66.6
2021-10-02,"40-49",6,30992523,76,27161112,66.6
2021-10-01,"40-49",6,30968299,75.9,27128980,66.5
2021-09-30,"40-49",6,30924302,75.8,27071211,66.4
2021-09-29,"40-49",6,30885535,75.7,27023781,66.3
2021-09-28,"40-49",6,30847912,75.6,26977864,66.1
2021-09-27,"40-49",6,30811379,75.5,26932942,66
2021-09-26,"40-49",6,30773922,75.4,26899994,65.9
2021-09-25,"40-49",6,30758027,75.4,26878291,65.9
2021-09-24,"40-49",6,30730741,75.3,26844042,65.8
2021-09-23,"40-49",6,30684513,75.2,26780647,65.7
2021-09-22,"40-49",6,30646223,75.1,26730410,65.5
2021-09-21,"40-49",6,30608000,75,26678848,65.4
2021-09-20,"40-49",6,30568859,74.9,26625589,65.3
2021-09-19,"40-49",6,30529157,74.8,26569736,65.1
2021-09-18,"40-49",6,30511154,74.8,26543507,65.1
2021-09-17,"40-49",6,30480033,74.7,26500487,65
2021-09-16,"40-49",6,30426300,74.6,26422972,64.8
2021-09-15,"40-49",6,30380100,74.5,26361441,64.6
2021-09-14,"40-49",6,30332845,74.4,26300330,64.5
2021-09-13,"40-49",6,30285271,74.2,26240623,64.3
2021-09-12,"40-49",6,30233473,74.1,26179187,64.2
2021-09-11,"40-49",6,30209384,74.1,26151776,64.1
2021-09-10,"40-49",6,30169510,74,26105803,64
2021-09-09,"40-49",6,30100922,73.8,26027194,63.8
2021-09-08,"40-49",6,30046213,73.7,25965795,63.7
2021-09-07,"40-49",6,29992567,73.5,25904558,63.5
2021-09-06,"40-49",6,29940345,73.4,25830865,63.3
2021-09-05,"40-49",6,29928080,73.4,25817695,63.3
2021-09-04,"40-49",6,29903111,73.3,25790610,63.2
2021-09-03,"40-49",6,29866327,73.2,25748848,63.1
2021-09-02,"40-49",6,29798489,73.1,25674198,62.9
2021-09-01,"40-49",6,29739448,72.9,25614177,62.8
2021-08-31,"40-49",6,29676274,72.8,25553260,62.6
2021-08-30,"40-49",6,29612980,72.6,25489464,62.5
2021-08-29,"40-49",6,29549890,72.4,25424235,62.3
2021-08-28,"40-49",6,29520156,72.4,25391685,62.3
2021-08-27,"40-49",6,29471838,72.3,25339526,62.1
2021-08-26,"40-49",6,29389515,72.1,25255902,61.9
2021-08-25,"40-49",6,29316746,71.9,25190519,61.8
2021-08-24,"40-49",6,29244604,71.7,25127384,61.6
2021-08-23,"40-49",6,29173798,71.5,25065837,61.5
2021-08-22,"40-49",6,29104878,71.4,25003895,61.3
2021-08-21,"40-49",6,29076348,71.3,24975463,61.2
2021-08-20,"40-49",6,29027665,71.2,24929379,61.1
2021-08-19,"40-49",6,28943682,71,24854934,60.9
2021-08-18,"40-49",6,28870818,70.8,24797763,60.8
2021-08-17,"40-49",6,28797740,70.6,24742628,60.7
2021-08-16,"40-49",6,28724902,70.4,24689114,60.5
2021-08-15,"40-49",6,28654628,70.2,24636885,60.4
2021-08-14,"40-49",6,28621458,70.2,24611648,60.3
2021-08-13,"40-49",6,28565485,70,24574624,60.2
2021-08-12,"40-49",6,28474910,69.8,24515760,60.1
2021-08-11,"40-49",6,28397878,69.6,24470908,60
2021-08-10,"40-49",6,28323409,69.4,24429279,59.9
2021-08-09,"40-49",6,28244275,69.2,24388058,59.8
2021-08-08,"40-49",6,28166441,69.1,24347715,59.7
2021-08-07,"40-49",6,28128326,69,24329918,59.6
2021-08-06,"40-49",6,28067303,68.8,24300777,59.6
2021-08-05,"40-49",6,27969011,68.6,24254763,59.5
2021-08-04,"40-49",6,27884756,68.4,24217779,59.4
2021-08-03,"40-49",6,27802958,68.2,24182419,59.3
2021-08-02,"40-49",6,27722594,68,24147126,59.2
2021-08-01,"40-49",6,27646478,67.8,24113936,59.1
2021-07-31,"40-49",6,27610231,67.7,24099268,59.1
2021-07-30,"40-49",6,27554737,67.6,24071715,59
2021-07-29,"40-49",6,27465146,67.3,24028846,58.9
2021-07-28,"40-49",6,27391037,67.2,23993486,58.8
2021-07-27,"40-49",6,27318100,67,23957166,58.7
2021-07-26,"40-49",6,27246501,66.8,23921975,58.6
2021-07-25,"40-49",6,27179567,66.6,23890293,58.6
2021-07-24,"40-49",6,27146823,66.6,23880052,58.5
2021-07-23,"40-49",6,27097799,66.4,23852714,58.5
2021-07-22,"40-49",6,27022423,66.2,23810373,58.4
2021-07-21,"40-49",6,26961515,66.1,23774606,58.3
2021-07-20,"40-49",6,26906014,66,23737703,58.2
2021-07-19,"40-49",6,26852934,65.8,23702845,58.1
2021-07-18,"40-49",6,26804324,65.7,23668133,58
2021-07-17,"40-49",6,26783391,65.7,23651900,58
2021-07-16,"40-49",6,26749109,65.6,23623301,57.9
2021-07-15,"40-49",6,26698080,65.5,23579070,57.8
2021-07-14,"40-49",6,26657196,65.4,23542590,57.7
2021-07-13,"40-49",6,26618657,65.3,23505714,57.6
2021-07-12,"40-49",6,26580323,65.2,23469448,57.5
2021-07-11,"40-49",6,26541517,65.1,23431499,57.4
2021-07-10,"40-49",6,26523686,65,23414784,57.4
2021-07-09,"40-49",6,26490963,64.9,23383904,57.3
2021-07-08,"40-49",6,26442791,64.8,23334002,57.2
2021-07-07,"40-49",6,26401890,64.7,23291437,57.1
2021-07-06,"40-49",6,26361917,64.6,23248553,57
2021-07-05,"40-49",6,26322541,64.5,23202746,56.9
2021-07-04,"40-49",6,26291785,64.5,23172751,56.8
2021-07-03,"40-49",6,26286785,64.4,23168000,56.8
2021-07-02,"40-49",6,26257300,64.4,23139438,56.7
2021-07-01,"40-49",6,26211755,64.3,23090550,56.6
2021-06-30,"40-49",6,26170198,64.2,23045480,56.5
2021-06-29,"40-49",6,26126554,64.1,22998504,56.4
2021-06-28,"40-49",6,26084702,63.9,22950566,56.3
2021-06-27,"40-49",6,26045256,63.9,22909793,56.2
2021-06-26,"40-49",6,26025162,63.8,22887160,56.1
2021-06-25,"40-49",6,25990069,63.7,22844116,56
2021-06-24,"40-49",6,25937556,63.6,22779289,55.8
2021-06-23,"40-49",6,25892381,63.5,22722493,55.7
2021-06-22,"40-49",6,25846229,63.4,22663915,55.6
2021-06-21,"40-49",6,25800841,63.3,22600944,55.4
2021-06-20,"40-49",6,25758598,63.1,22557700,55.3
2021-06-19,"40-49",6,25741345,63.1,22531500,55.2
2021-06-18,"40-49",6,25706154,63,22477969,55.1
2021-06-17,"40-49",6,25651200,62.9,22394035,54.9
2021-06-16,"40-49",6,25602088,62.8,22315811,54.7
2021-06-15,"40-49",6,25552352,62.6,22234585,54.5
2021-06-14,"40-49",6,25502265,62.5,22146818,54.3
2021-06-13,"40-49",6,25455016,62.4,22064793,54.1
2021-06-12,"40-49",6,25435976,62.4,22024328,54
2021-06-11,"40-49",6,25393561,62.3,21944567,53.8
2021-06-10,"40-49",6,25331282,62.1,21832615,53.5
2021-06-09,"40-49",6,25275253,62,21734177,53.3
2021-06-08,"40-49",6,25221974,61.8,21639806,53.1
2021-06-07,"40-49",6,25167350,61.7,21544637,52.8
2021-06-06,"40-49",6,25115690,61.6,21460925,52.6
2021-06-05,"40-49",6,25090112,61.5,21423499,52.5
2021-06-04,"40-49",6,25039734,61.4,21342908,52.3
2021-06-03,"40-49",6,24968380,61.2,21225331,52
2021-06-02,"40-49",6,24904289,61.1,21122818,51.8
2021-06-01,"40-49",6,24836160,60.9,21012888,51.5
2021-05-31,"40-49",6,24763305,60.7,20882640,51.2
2021-05-30,"40-49",6,24749158,60.7,20861333,51.1
2021-05-29,"40-49",6,24718215,60.6,20824602,51.1
2021-05-28,"40-49",6,24660962,60.5,20747563,50.9
2021-05-27,"40-49",6,24574291,60.2,20605232,50.5
2021-05-26,"40-49",6,24490917,60,20465114,50.2
2021-05-25,"40-49",6,24404554,59.8,20318397,49.8
2021-05-24,"40-49",6,24313435,59.6,20169268,49.4
2021-05-23,"40-49",6,24226301,59.4,20035216,49.1
2021-05-22,"40-49",6,24179231,59.3,19969629,49
2021-05-21,"40-49",6,24087834,59.1,19826954,48.6
2021-05-20,"40-49",6,23964368,58.8,19603174,48.1
2021-05-19,"40-49",6,23847531,58.5,19389476,47.5
2021-05-18,"40-49",6,23728572,58.2,19175310,47
2021-05-17,"40-49",6,23605380,57.9,18963728,46.5
2021-05-16,"40-49",6,23497326,57.6,18780134,46
2021-05-15,"40-49",6,23444714,57.5,18689772,45.8
2021-05-14,"40-49",6,23346833,57.2,18505940,45.4
2021-05-13,"40-49",6,23215988,56.9,18237256,44.7
2021-05-12,"40-49",6,23112806,56.7,17980701,44.1
2021-05-11,"40-49",6,23009619,56.4,17722681,43.4
2021-05-10,"40-49",6,22901222,56.1,17463993,42.8
2021-05-09,"40-49",6,22818129,55.9,17252606,42.3
2021-05-08,"40-49",6,22781487,55.9,17171473,42.1
2021-05-07,"40-49",6,22689769,55.6,16972506,41.6
2021-05-06,"40-49",6,22550347,55.3,16643159,40.8
2021-05-05,"40-49",6,22416899,55,16314339,40
2021-05-04,"40-49",6,22276807,54.6,15993666,39.2
2021-05-03,"40-49",6,22134020,54.3,15675461,38.4
2021-05-02,"40-49",6,22022133,54,15420041,37.8
2021-05-01,"40-49",6,21961661,53.8,15312552,37.5
2021-04-30,"40-49",6,21832632,53.5,15099456,37
2021-04-29,"40-49",6,21629962,53,14760208,36.2
2021-04-28,"40-49",6,21430519,52.5,14402064,35.3
2021-04-27,"40-49",6,21224105,52,14048544,34.4
2021-04-26,"40-49",6,21023058,51.5,13726404,33.7
2021-04-25,"40-49",6,20852888,51.1,13467474,33
2021-04-24,"40-49",6,20761982,50.9,13373127,32.8
2021-04-23,"40-49",6,20576952,50.4,13149139,32.2
2021-04-22,"40-49",6,20324830,49.8,12798347,31.4
2021-04-21,"40-49",6,20067771,49.2,12433637,30.5
2021-04-20,"40-49",6,19815044,48.6,12071218,29.6
2021-04-19,"40-49",6,19561403,48,11747964,28.8
2021-04-18,"40-49",6,19360527,47.5,11496004,28.2
2021-04-17,"40-49",6,19257813,47.2,11392892,27.9
2021-04-16,"40-49",6,19037005,46.7,11194842,27.4
2021-04-15,"40-49",6,18730367,45.9,10871360,26.7
2021-04-14,"40-49",6,18402628,45.1,10564254,25.9
2021-04-13,"40-49",6,18089598,44.3,10260653,25.2
2021-04-12,"40-49",6,17772979,43.6,9994357,24.5
2021-04-11,"40-49",6,17475647,42.8,9717921,23.8
2021-04-10,"40-49",6,17316555,42.5,9577218,23.5
2021-04-09,"40-49",6,16998244,41.7,9304378,22.8
2021-04-08,"40-49",6,16553431,40.6,8920340,21.9
2021-04-07,"40-49",6,16091577,39.5,8547101,21
